benchmark,solver,score
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10700_2600_100.smt2,CVC4-sq-final,0.792951
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10700_2600_100.smt2,z3-4.8.8,0.629434
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10700_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.0164029
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10700_2600_100.smt2,MathSAT5,0.121605
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2,veriT,0.879038
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,4.09103
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2,CVC4-sq-final,1.25522
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2,z3-4.8.8,0.973961
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.14229
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2,MathSAT5,0.661388
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28400_2600_100.smt2,veriT,0.898082
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28400_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,3.08275
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28400_2600_100.smt2,CVC4-sq-final,1.29688
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28400_2600_100.smt2,z3-4.8.8,0.920149
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28400_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.200467
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28400_2600_100.smt2,MathSAT5,1.24539
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-50-45.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-50-45.smt2,smtinterpol-2.5-671-g6d0a7c6e,52.8681
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-50-45.smt2,CVC4-sq-final,17.8136
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-50-45.smt2,z3-4.8.8,96.9196
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-50-45.smt2,Yices 2.6.2 for SMTCOMP2020,3.65636
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-50-45.smt2,MathSAT5,151.738
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2,veriT,0.057325
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,1.22427
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2,CVC4-sq-final,0.789714
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2,z3-4.8.8,0.623164
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.0166359
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2,MathSAT5,0.1189
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2,veriT,5.45842
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,3.75291
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2,CVC4-sq-final,1.17181
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2,z3-4.8.8,0.88398
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.140488
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2,MathSAT5,0.5512
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-25-36.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-25-36.smt2,smtinterpol-2.5-671-g6d0a7c6e,10.3201
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-25-36.smt2,CVC4-sq-final,8.74028
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-25-36.smt2,z3-4.8.8,20.578
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-25-36.smt2,Yices 2.6.2 for SMTCOMP2020,0.770738
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-25-36.smt2,MathSAT5,31.3644
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex29900_2600_100.smt2,veriT,0.898018
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex29900_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,678.62
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex29900_2600_100.smt2,CVC4-sq-final,1.29853
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex29900_2600_100.smt2,z3-4.8.8,0.956307
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex29900_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.14913
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex29900_2600_100.smt2,MathSAT5,1.2449
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2,veriT,0.898265
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,134.858
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2,CVC4-sq-final,1.30377
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2,z3-4.8.8,0.897707
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.122022
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2,MathSAT5,5.96952
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2,smtinterpol-2.5-671-g6d0a7c6e,19.8852
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2,CVC4-sq-final,9.08883
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2,z3-4.8.8,47.2682
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2,Yices 2.6.2 for SMTCOMP2020,1.31195
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2,MathSAT5,47.3807
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28700_2600_100.smt2,veriT,0.897394
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28700_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,2.93171
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28700_2600_100.smt2,CVC4-sq-final,1.39119
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28700_2600_100.smt2,z3-4.8.8,0.880684
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28700_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.382317
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex28700_2600_100.smt2,MathSAT5,1.24229
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2,veriT,2.20587
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,14.0296
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2,CVC4-sq-final,13.8729
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2,z3-4.8.8,2.98652
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.365856
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2,MathSAT5,5.5589
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2,veriT,17.6948
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,4.1731
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2,CVC4-sq-final,1.33239
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2,z3-4.8.8,1.20143
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.186777
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2,MathSAT5,0.696759
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2,veriT,0.458153
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,5.21089
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2,CVC4-sq-final,4.03197
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2,smtinterpol-2.5-671-g6d0a7c6e,28.9809
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2,z3-4.8.8,0.887121
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.0539331
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2,CVC4-sq-final,20.6692
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2,MathSAT5,0.580802
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2,z3-4.8.8,74.8024
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2,Yices 2.6.2 for SMTCOMP2020,1.48651
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2,MathSAT5,116.962
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2,veriT,0.0560909
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,1.24484
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2,CVC4-sq-final,0.815078
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2,z3-4.8.8,0.61376
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.0165459
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2,MathSAT5,0.118048
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-20-37.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-20-37.smt2,smtinterpol-2.5-671-g6d0a7c6e,10.6991
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2,veriT,1.3173
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-20-37.smt2,CVC4-sq-final,9.89048
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,5.58521
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2,CVC4-sq-final,4.81161
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-20-37.smt2,z3-4.8.8,36.5189
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2,z3-4.8.8,1.86216
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.301027
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-20-37.smt2,Yices 2.6.2 for SMTCOMP2020,1.05202
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2,MathSAT5,2.05766
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-20-37.smt2,MathSAT5,38.7939
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2,veriT,0.949749
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,3.81988
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2,CVC4-sq-final,1.14625
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2,z3-4.8.8,0.988685
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.377457
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2,MathSAT5,0.498391
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2,veriT,1.01841
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,364.019
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2,CVC4-sq-final,1.8911
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2,z3-4.8.8,1.64573
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.215169
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2,MathSAT5,2.42257
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2,veriT,1.92841
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,29.7927
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2,CVC4-sq-final,12.7525
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2,z3-4.8.8,3.2113
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.709253
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2,MathSAT5,2.38831
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2,smtinterpol-2.5-671-g6d0a7c6e,21.7491
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2,CVC4-sq-final,17.9406
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2,z3-4.8.8,50.8256
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2,Yices 2.6.2 for SMTCOMP2020,3.13948
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2,MathSAT5,102.996
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2,veriT,1.21244
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,103.589
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2,CVC4-sq-final,1.46394
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2,z3-4.8.8,1.12182
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.297585
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2,MathSAT5,0.749127
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27100_2600_100.smt2,veriT,0.902064
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27100_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,3.60049
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27100_2600_100.smt2,CVC4-sq-final,1.29819
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27100_2600_100.smt2,z3-4.8.8,0.982975
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27100_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.132067
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27100_2600_100.smt2,MathSAT5,5.92992
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2,veriT,0.056665
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,1.16868
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2,CVC4-sq-final,0.758978
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2,z3-4.8.8,0.617536
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.016068
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2,MathSAT5,0.120244
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2,veriT,0.900277
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,4.9345
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2,CVC4-sq-final,1.3005
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2,z3-4.8.8,0.939729
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.182222
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2,MathSAT5,0.502378
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2,smtinterpol-2.5-671-g6d0a7c6e,103.2
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2,CVC4-sq-final,36.724
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2,z3-4.8.8,127.723
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2,Yices 2.6.2 for SMTCOMP2020,12.6021
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2,MathSAT5,301.087
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2,veriT,4.98716
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,25.9425
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2,CVC4-sq-final,2.93431
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2,z3-4.8.8,2.78321
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.285627
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2,MathSAT5,1.35261
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2,veriT,9.48561
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,3.6845
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2,CVC4-sq-final,1.16669
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2,z3-4.8.8,0.939063
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.260438
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2,MathSAT5,0.87848
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2,smtinterpol-2.5-671-g6d0a7c6e,15.1794
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2,CVC4-sq-final,12.9291
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2,z3-4.8.8,29.2185
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2,Yices 2.6.2 for SMTCOMP2020,1.34399
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2,MathSAT5,56.4449
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2,veriT,1.21797
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,57.0684
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2,CVC4-sq-final,1.38899
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2,z3-4.8.8,1.01612
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.222606
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2,MathSAT5,1.09241
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex11500_2600_100.smt2,veriT,0.057422
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex11500_2600_100.smt2,smtinterpol-2.5-671-g6d0a7c6e,1.21472
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex11500_2600_100.smt2,CVC4-sq-final,0.791713
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex11500_2600_100.smt2,z3-4.8.8,0.620688
benchmarks/smt-lib/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex11500_2600_100.smt2,Yices 2.6.2 for SMTCOMP2020,0.016894
